abbreviated file name,Minute,microsec,cycles,SPL_Pa,kHz,Bandwidth,end kHz,Qn,TrN
Walker,4/9/16 21:20,43048595,6,11,130,1,121,2,123
Walker,4/9/16 22:37,38989760,8,26,136,0,135,2,10
Walker,4/9/16 22:37,39078820,9,30,134,0,125,2,10
Walker,4/9/16 22:37,39168005,9,28,134,0,116,2,10
Walker,4/9/16 22:37,39260470,8,23,136,0,131,2,10
Walker,4/9/16 22:37,39351415,7,23,135,0,131,2,10
Walker,4/9/16 22:37,39437245,8,25,136,0,128,2,10
Walker,4/9/16 22:37,39523235,8,23,136,0,135,2,10
Walker,4/9/16 22:37,39606415,7,21,134,1,128,2,10
Walker,4/9/16 22:37,39952740,7,19,133,0,121,2,11
Walker,4/9/16 22:37,40033170,10,19,132,0,131,2,11
Walker,4/9/16 22:37,40115385,11,18,132,0,119,2,11
Walker,4/9/16 22:37,40199020,11,20,132,0,121,2,11
Walker,4/9/16 22:37,40279725,10,22,129,0,111,2,11
Walker,4/9/16 22:37,40359375,8,23,132,1,121,2,11
Walker,4/9/16 22:37,40436700,7,28,135,0,135,2,11
Walker,4/9/16 22:37,40586355,9,23,130,1,121,2,12
Walker,4/9/16 22:37,40663035,8,16,132,1,125,2,12
Walker,4/9/16 22:37,40742250,6,11,132,1,119,2,12
Walker,4/9/16 22:37,40819770,7,16,133,1,125,2,12
Walker,4/9/16 22:37,40898360,7,16,133,0,135,2,12
Walker,4/9/16 22:41,20345120,6,19,137,0,135,2,13
Walker,4/9/16 22:41,20403010,6,23,137,0,135,2,13
Walker,4/9/16 22:41,20447165,7,26,138,0,135,2,13
Walker,4/9/16 22:41,20493330,8,32,135,0,125,2,13
Walker,4/9/16 22:41,20548800,7,29,138,0,135,2,13
Walker,4/9/16 22:41,20606950,7,19,133,0,128,2,13
Walker,4/9/16 22:41,20656615,5,13,135,0,128,2,13
Walker,4/9/16 22:41,20700925,6,10,136,0,135,2,13
Walker,4/9/16 23:34,26240245,7,41,138,0,135,3,15
Walker,4/9/16 23:34,26269355,8,42,141,0,135,3,15
Walker,4/9/16 23:34,26297780,7,40,140,0,131,3,15
Walker,4/9/16 23:34,26325390,7,34,141,0,138,3,15
Walker,4/9/16 23:34,26353385,8,33,142,0,131,3,15
Walker,4/9/16 23:34,26382135,7,39,139,0,135,3,15
Walker,4/9/16 23:34,26410770,7,34,139,0,135,3,15
Walker,4/9/16 23:34,26441065,7,33,139,0,138,3,15
Walker,4/9/16 23:34,26471880,7,30,138,0,131,3,15
Walker,4/9/16 23:34,26529480,7,29,142,0,135,3,15
Walker,4/9/16 23:34,26560145,7,28,139,0,135,3,15
Walker,4/9/16 23:34,26591755,8,30,138,0,128,3,15
Walker,4/9/16 23:34,26622975,6,33,139,0,142,3,15
Walker,4/9/16 23:34,26652285,8,38,140,0,135,3,15
Walker,4/9/16 23:34,26680480,7,40,141,0,138,3,15
Walker,4/9/16 23:34,26708485,8,43,140,0,135,3,15
Walker,4/9/16 23:34,26737650,8,35,139,0,128,3,15
Walker,4/9/16 23:34,26767015,7,33,138,0,135,3,15
Walker,4/9/16 23:34,26796430,8,35,140,0,131,3,15
Walker,4/9/16 23:34,26849795,6,25,139,0,135,3,15
Walker,4/9/16 23:34,27721105,5,16,141,1,135,2,16
Walker,4/9/16 23:34,27747640,6,18,145,0,142,2,16
Walker,4/9/16 23:34,27773550,5,23,142,0,138,2,16
Walker,4/9/16 23:34,27800095,7,28,143,0,138,2,16
Walker,4/9/16 23:34,27826500,7,34,144,0,135,2,16
Walker,4/9/16 23:34,27852630,6,34,142,0,142,2,16
Walker,4/9/16 23:34,27879120,7,29,143,0,138,2,16
Walker,4/9/16 23:34,47376075,6,22,138,0,135,2,18
Walker,4/9/16 23:34,47404200,7,26,138,0,135,2,18
Walker,4/9/16 23:34,47431595,7,23,138,0,128,2,18
Walker,4/9/16 23:34,47458640,7,22,141,0,142,2,18
Walker,4/9/16 23:34,47485505,7,21,138,0,142,2,18
Walker,4/9/16 23:34,47513500,7,16,141,0,147,2,18
Walker,4/9/16 23:34,47542230,7,15,138,0,138,2,18
Walker,4/9/16 23:34,52252510,7,26,139,0,135,2,19
Walker,4/9/16 23:34,52280650,6,26,138,0,135,2,19
Walker,4/9/16 23:34,52308780,7,24,146,0,138,2,19
Walker,4/9/16 23:34,52335935,6,20,139,0,131,2,19
Walker,4/9/16 23:34,52362865,7,21,140,0,138,2,19
Walker,4/9/16 23:36,24639455,7,17,128,0,116,2,23
Walker,4/9/16 23:36,24641685,7,14,132,1,131,2,23
Walker,4/9/16 23:36,24643905,5,14,131,1,135,2,23
Walker,4/9/16 23:36,24646085,6,14,131,0,121,2,23
Walker,4/9/16 23:36,24648310,8,14,129,0,131,2,23
Walker,4/9/16 23:36,24650470,9,14,129,1,111,2,23
Walker,4/9/16 23:36,24652585,7,14,129,1,135,2,23
Walker,4/9/16 23:36,24654730,7,15,128,0,125,2,23
Walker,4/9/16 23:36,24679680,7,18,127,1,119,3,24
Walker,4/9/16 23:36,24683780,7,15,127,0,128,3,24
Walker,4/9/16 23:36,24687830,9,16,128,1,125,3,24
Walker,4/9/16 23:36,24691885,9,17,126,1,111,3,24
Walker,4/9/16 23:36,24695885,8,15,130,0,121,3,24
Walker,4/9/16 23:36,24699940,9,17,127,1,128,3,24
Walker,4/9/16 23:36,24703945,8,17,128,0,125,3,24
Walker,4/9/16 23:36,24707930,9,15,128,0,128,3,24
Walker,4/9/16 23:36,24711935,10,16,126,1,113,3,24
Walker,4/9/16 23:36,24715885,8,18,126,0,125,3,24
Walker,4/9/16 23:36,24719785,9,17,127,1,125,3,24
Walker,4/9/16 23:36,24737120,8,18,128,0,119,2,25
Walker,4/9/16 23:36,24739040,8,16,130,1,125,2,25
Walker,4/9/16 23:36,24740935,8,14,129,1,128,2,25
Walker,4/9/16 23:36,24742850,8,14,127,0,121,2,25
Walker,4/9/16 23:36,24744730,8,13,127,0,125,2,25
Walker,4/9/16 23:36,24746655,9,13,127,1,121,2,25
Walker,4/9/16 23:36,24748530,8,16,124,0,106,2,25
Walker,4/9/16 23:36,24750370,10,14,125,1,116,2,25
Walker,4/9/16 23:36,24761700,8,12,126,0,119,2,26
Walker,4/9/16 23:36,24763615,9,15,125,0,121,2,26
Walker,4/9/16 23:36,24765495,8,15,125,0,121,2,26
Walker,4/9/16 23:36,24767360,8,13,128,0,135,2,26
Walker,4/9/16 23:36,24769185,7,13,126,1,113,2,26
Walker,4/9/16 23:36,24771080,8,12,125,0,121,2,26
Walker,4/9/16 23:36,24772940,9,16,127,0,121,2,26
Walker,4/9/16 23:36,24774760,9,12,124,2,108,3,27
Walker,4/9/16 23:36,24780230,9,12,127,0,125,3,27
Walker,4/9/16 23:36,24785635,9,14,128,1,135,3,27
Walker,4/9/16 23:36,24791010,8,14,127,0,125,3,27
Walker,4/9/16 23:36,24796375,9,15,128,0,125,3,27
Walker,4/9/16 23:36,24801810,11,17,126,1,106,3,27
Walker,4/9/16 23:36,24807165,10,19,127,0,125,3,27
Walker,4/9/16 23:36,24812555,12,19,126,0,128,3,27
Walker,4/9/16 23:36,24817930,10,20,123,0,104,3,27
Walker,4/9/16 23:36,24825125,9,25,129,0,128,3,27
Walker,4/9/16 23:36,24832310,13,23,131,1,119,3,27
Walker,4/9/16 23:36,24843100,10,24,127,0,119,3,27
Walker,4/9/16 23:36,24853940,11,21,127,0,111,3,27
Walker,4/9/16 23:36,24862890,10,20,127,1,119,3,27
Walker,4/9/16 23:36,24871765,9,16,125,1,113,3,27
Walker,4/9/16 23:36,24880580,8,13,127,0,128,3,27
Walker,4/9/16 23:36,24891120,8,13,126,0,121,3,27
Walker,4/9/16 23:36,24901610,8,12,127,0,128,3,27
Walker,4/9/16 23:36,24912225,8,14,126,0,121,3,27
Walker,4/9/16 23:36,24922985,9,13,124,1,116,3,27
Walker,4/9/16 23:36,24933580,8,16,126,1,121,3,27
Walker,4/9/16 23:36,24942450,8,18,126,0,125,3,27
Walker,4/9/16 23:36,24966490,10,20,126,0,116,2,29
Walker,4/9/16 23:36,24968165,10,21,126,0,116,2,29
Walker,4/9/16 23:36,24969835,9,22,129,1,128,2,29
Walker,4/9/16 23:36,24971525,9,23,127,1,131,2,29
Walker,4/9/16 23:36,24973175,11,20,128,0,108,2,29
Walker,4/9/16 23:36,24974835,9,20,128,1,121,2,29
Walker,4/9/16 23:36,24976495,10,22,127,0,121,2,29
Walker,4/9/16 23:36,24994600,10,22,124,1,104,2,30
Walker,4/9/16 23:36,24999515,9,23,125,0,116,2,30
Walker,4/9/16 23:36,25004365,10,21,124,1,119,2,30
Walker,4/9/16 23:36,25009210,8,23,126,0,121,2,30
Walker,4/9/16 23:36,25013990,8,22,127,0,128,2,30
Walker,4/9/16 23:36,25020345,10,23,126,0,121,3,31
Walker,4/9/16 23:36,25021900,11,24,126,0,125,3,31
Walker,4/9/16 23:36,25023475,9,26,128,0,128,3,31
Walker,4/9/16 23:36,25025060,9,25,128,0,131,3,31
Walker,4/9/16 23:36,25026610,9,25,125,1,119,3,31
Walker,4/9/16 23:36,25028185,9,24,129,0,131,3,31
Walker,4/9/16 23:36,25029705,9,26,127,0,121,3,31
Walker,4/9/16 23:36,25031235,9,26,128,0,121,3,31
Walker,4/9/16 23:36,25034255,9,26,128,0,131,3,31
Walker,4/9/16 23:36,25035745,8,24,127,0,128,3,31
Walker,4/9/16 23:36,25037220,9,24,129,0,125,3,31
Walker,4/9/16 23:36,25038710,9,27,127,0,121,3,31
Walker,4/9/16 23:36,25041655,10,26,126,1,108,3,31
Walker,4/9/16 23:36,25043140,8,25,127,1,125,3,31
Walker,4/9/16 23:36,25044630,9,24,127,0,125,3,31
Walker,4/9/16 23:36,25046130,10,28,126,0,113,3,31
Walker,4/9/16 23:36,25047595,11,26,128,0,108,3,31
Walker,4/9/16 23:36,25050565,11,27,129,0,113,3,31
Walker,4/9/16 23:36,25052090,9,27,125,0,116,3,31
Walker,4/9/16 23:36,25053555,10,27,126,0,119,3,31
Walker,4/9/16 23:36,25055050,9,26,129,1,131,3,31
Walker,4/9/16 23:36,25056570,9,28,122,1,102,3,31
Walker,4/9/16 23:36,25058055,9,26,128,0,125,3,31
Walker,4/9/16 23:36,25059535,9,26,128,0,125,3,31
Walker,4/9/16 23:36,25061030,9,22,129,1,135,3,31
Walker,4/9/16 23:36,25062515,8,24,129,0,128,3,31
Walker,4/9/16 23:36,25063975,9,23,129,0,125,3,31
Walker,4/9/16 23:36,25065420,9,24,129,0,128,3,31
Walker,4/9/16 23:36,25066915,8,25,127,0,128,3,31
Walker,4/9/16 23:36,25068360,9,22,128,1,125,3,31
Walker,4/9/16 23:36,25069860,7,25,128,0,128,3,31
Walker,4/9/16 23:36,25071305,8,28,128,0,125,3,31
Walker,4/9/16 23:36,25072785,8,24,129,0,128,3,31
Walker,4/9/16 23:36,25074285,9,25,127,0,131,3,31
Walker,4/9/16 23:36,25075780,8,27,129,0,131,3,31
Walker,4/9/16 23:36,25077245,9,25,128,0,125,3,31
Walker,4/9/16 23:36,25078745,8,24,127,0,131,3,31
Walker,4/9/16 23:36,25080195,9,24,128,0,125,3,31
Walker,4/9/16 23:36,25081675,8,25,127,0,125,3,31
Walker,4/9/16 23:36,25083145,7,27,127,0,128,3,31
Walker,4/9/16 23:36,25084650,8,24,126,0,121,3,31
Walker,4/9/16 23:36,25086150,10,22,127,0,116,3,31
Walker,4/9/16 23:36,25087610,9,23,130,1,125,3,31
Walker,4/9/16 23:36,25089115,9,23,128,0,128,3,31
Walker,4/9/16 23:36,25090580,9,21,128,1,119,3,31
Walker,4/9/16 23:36,25092125,8,19,128,0,131,3,31
Walker,4/9/16 23:36,25093595,7,22,124,1,119,3,31
Walker,4/9/16 23:36,25095115,9,21,128,1,121,3,31
Walker,4/9/16 23:36,25098095,7,19,128,0,138,3,31
Walker,5/9/16 14:08,57396650,6,25,140,0,131,2,44
Walker,5/9/16 14:08,57423490,8,34,139,0,138,2,44
Walker,5/9/16 14:08,57456050,7,34,138,0,135,2,44
Walker,5/9/16 14:08,57489685,9,34,139,0,138,2,44
Walker,5/9/16 14:08,57522755,9,34,142,0,135,2,44
Walker,5/9/16 14:08,57558570,10,31,140,0,135,2,44
Walker,5/9/16 14:08,57594010,7,23,140,0,135,2,44
Walker,5/9/16 14:08,58242540,8,18,137,0,135,2,45
Walker,5/9/16 14:08,58274150,8,28,138,0,138,2,45
Walker,5/9/16 14:08,58305850,7,30,138,0,135,2,45
Walker,5/9/16 14:08,58339590,10,36,140,0,138,2,45
Walker,5/9/16 14:08,58378315,9,12,140,0,142,2,45
Walker,5/9/16 14:08,58409520,9,40,138,0,131,2,45
Walker,5/9/16 14:08,58446345,8,30,136,0,131,2,45
Walker,5/9/16 14:08,58485605,8,13,137,1,121,2,45
Walker,5/9/16 22:39,38416185,5,12,122,0,116,2,108
Walker,5/9/16 22:39,38432185,7,13,126,1,128,2,108
Walker,5/9/16 22:39,38448580,7,15,126,0,121,2,108
Walker,5/9/16 22:39,38462765,8,19,127,1,121,2,108
Walker,5/9/16 22:39,38477000,9,26,126,0,121,2,108
Walker,5/9/16 22:39,38491750,10,38,126,0,121,2,108
Walker,5/9/16 22:39,38506000,10,40,128,0,119,2,108
Walker,5/9/16 22:45,20379075,6,22,136,0,131,2,109
Walker,5/9/16 22:45,20380425,5,24,138,1,138,2,109
Walker,5/9/16 22:45,20381795,6,23,135,0,128,2,109
Walker,5/9/16 22:45,20383180,5,21,137,0,131,2,109
Walker,5/9/16 22:45,20384585,5,22,131,0,131,2,109
Walker,5/9/16 22:45,20385990,5,22,137,0,131,2,109
Walker,5/9/16 22:48,24900050,5,11,137,0,135,2,110
Walker,5/9/16 22:48,25033485,14,61,141,0,138,2,110
Walker,5/9/16 22:48,25168680,17,74,141,0,142,2,110
Walker,5/9/16 22:48,25296895,14,76,141,0,142,2,110
Walker,5/9/16 22:48,25420440,10,46,137,0,135,2,110
Walker,5/9/16 22:48,25542220,7,21,137,0,131,2,110
Walker,5/9/16 22:48,25663645,11,73,140,0,138,2,110
Walker,5/9/16 22:48,30913800,9,42,138,0,131,2,112
Walker,5/9/16 22:48,30970200,12,64,141,0,147,2,112
Walker,5/9/16 22:48,31028325,8,13,132,0,142,2,112
Walker,5/9/16 22:48,31082750,16,138,140,0,147,2,112
Walker,5/9/16 22:48,31133885,16,120,140,0,142,2,112
Walker,5/9/16 22:48,31185590,15,124,140,0,142,2,112
Walker,5/9/16 22:48,31235170,12,126,140,0,147,2,112
Walker,5/9/16 22:48,31285355,11,130,140,0,142,2,112
Walker,5/9/16 22:48,31380455,14,94,139,0,156,2,112
Walker,5/9/16 22:48,31428325,10,73,138,0,138,2,112
Walker,5/9/16 22:48,31475695,14,71,139,0,138,2,112
Walker,5/9/16 22:48,31526525,11,80,139,0,128,2,112
Walker,5/9/16 22:48,31626345,16,60,138,0,142,2,112
Walker,5/9/16 22:48,31690150,9,38,137,0,138,2,112
Walker,5/9/16 22:48,31781710,9,21,138,0,138,2,112
Walker,5/9/16 22:48,31892310,9,21,134,1,128,2,112
Walker,5/9/16 22:48,32011675,11,35,137,0,142,2,112
Walker,6/9/16 2:34,48801935,5,10,132,0,131,2,113
Walker,6/9/16 2:34,48828270,7,17,131,0,125,2,113
Walker,6/9/16 2:34,48853855,8,19,130,0,121,2,113
Walker,6/9/16 2:34,48878625,11,22,127,0,119,2,113
Walker,6/9/16 2:34,48902315,7,22,124,0,106,2,113
Walker,6/9/16 2:34,48925705,8,20,125,0,111,2,113
Walker,6/9/16 2:34,48948550,6,14,133,0,125,2,113
Walker,6/9/16 13:06,19623840,16,41,145,0,138,2,38
Walker,6/9/16 13:06,19697045,22,43,144,0,147,2,38
Walker,6/9/16 13:06,19779575,15,37,144,0,128,2,38
Walker,6/9/16 13:06,19852855,14,31,142,0,135,2,38
Walker,6/9/16 13:06,19934830,10,26,141,0,151,2,38
Walker,6/9/16 13:06,20016915,12,24,143,1,142,2,38
Walker,6/9/16 13:06,20096795,14,33,142,0,135,2,38
Walker,6/9/16 13:06,20175965,15,42,144,0,147,2,38
